0.000000000	1.456000000	2.234000000	1236.470000000	0.211000000
0.083333333	1.471000000	2.837000000	1233.040000000	0.231000000
0.166666667	1.491000000	3.523000000	1229.800000000	0.247000000
0.250000000	1.513000000	4.175000000	1224.920000000	0.264000000
0.333333333	1.535000000	4.773000000	1220.650000000	0.279000000
0.416666667	1.558000000	5.348000000	1216.350000000	0.286000000
0.500000000	1.579000000	5.894000000	1212.050000000	0.291000000
0.583333333	1.604000000	6.405000000	1207.760000000	0.299000000
0.666666667	1.627000000	6.901000000	1203.590000000	0.303000000
0.750000000	1.651000000	7.382000000	1199.390000000	0.309000000
0.833333333	1.675000000	7.842000000	1195.230000000	0.314000000
0.916666667	1.699000000	8.285000000	1191.050000000	0.317000000
1.000000000	1.721000000	8.683000000	1186.870000000	0.321000000
1.083333333	1.745000000	9.074000000	1182.710000000	0.326000000
1.166666667	1.769000000	9.459000000	1178.480000000	0.329000000
1.250000000	1.792000000	9.833000000	1174.260000000	0.329000000
1.333333333	1.816000000	10.192000000	1170.060000000	0.334000000
1.416666667	1.838000000	10.554000000	1165.940000000	0.337000000
1.500000000	1.864000000	10.903000000	1161.590000000	0.341000000
1.583333333	1.886000000	11.241000000	1157.350000000	0.342000000
1.666666667	1.912000000	11.565000000	1153.270000000	0.344000000
1.750000000	1.935000000	11.881000000	1149.470000000	0.345000000
1.833333333	1.960000000	12.154000000	1145.690000000	0.346000000
1.916666667	1.982000000	12.412000000	1142.300000000	0.349000000
2.000000000	2.004000000	12.661000000	1139.340000000	0.353000000
2.083333333	2.027000000	12.897000000	1136.630000000	0.354000000
2.166666667	2.051000000	13.134000000	1134.250000000	0.354000000
2.250000000	2.075000000	13.352000000	1132.090000000	0.357000000
2.333333333	2.095000000	13.571000000	1130.250000000	0.359000000
2.416666667	2.119000000	13.774000000	1128.640000000	0.362000000
2.500000000	2.141000000	13.952000000	1127.200000000	0.364000000
2.583333333	2.162000000	14.107000000	1125.950000000	0.365000000
2.666666667	2.185000000	14.242000000	1124.850000000	0.367000000
2.750000000	2.206000000	14.374000000	1123.930000000	0.371000000
2.833333333	2.228000000	14.495000000	1123.100000000	0.375000000
2.916666667	2.249000000	14.613000000	1122.320000000	0.374000000
3.000000000	2.268000000	14.737000000	1121.650000000	0.376000000
3.083333333	2.289000000	14.853000000	1121.010000000	0.377000000
3.166666667	2.309000000	14.978000000	1120.470000000	0.376000000
3.250000000	2.328000000	15.103000000	1119.950000000	0.378000000
3.333333333	2.350000000	15.220000000	1119.460000000	0.378000000
3.416666667	2.369000000	15.345000000	1119.000000000	0.383000000
3.500000000	2.389000000	15.470000000	1118.550000000	0.382000000
3.583333333	2.410000000	15.600000000	1118.150000000	0.387000000
3.666666667	2.430000000	15.725000000	1117.740000000	0.386000000
3.750000000	2.446000000	15.860000000	1117.380000000	0.388000000
3.833333333	2.467000000	15.996000000	1117.040000000	0.391000000
3.916666667	2.485000000	16.130000000	1116.670000000	0.390000000
4.000000000	2.506000000	16.265000000	1116.340000000	0.393000000
4.083333333	2.527000000	16.400000000	1116.000000000	0.392000000
4.166666667	2.547000000	16.542000000	1115.700000000	0.392000000
4.250000000	2.568000000	16.681000000	1115.400000000	0.397000000
4.333333333	2.586000000	16.822000000	1115.830000000	0.397000000
4.416666667	2.604000000	16.967000000	1115.160000000	0.398000000
4.500000000	2.623000000	17.112000000	1114.570000000	0.398000000
4.583333333	2.643000000	17.264000000	1114.290000000	0.402000000
4.666666667	2.666000000	17.407000000	1114.010000000	0.400000000
4.750000000	2.686000000	17.544000000	1113.760000000	0.402000000
4.833333333	2.705000000	17.691000000	1113.500000000	0.403000000
4.916666667	2.723000000	17.832000000	1113.260000000	0.406000000
5.000000000	2.743000000	17.977000000	1113.020000000	0.404000000
5.083333333	2.764000000	18.114000000	1112.780000000	0.408000000
5.166666667	2.786000000	18.256000000	1112.500000000	0.408000000
5.250000000	2.807000000	18.395000000	1112.290000000	0.412000000
5.333333333	2.826000000	18.529000000	1112.060000000	0.414000000
5.416666667	2.846000000	18.669000000	1111.810000000	0.418000000
5.500000000	2.868000000	18.795000000	1111.600000000	0.416000000
5.583333333	2.887000000	18.917000000	1111.380000000	0.418000000
5.666666667	2.909000000	19.040000000	1111.140000000	0.419000000
5.750000000	2.932000000	19.146000000	1110.940000000	0.418000000
5.833333333	2.952000000	19.256000000	1110.720000000	0.420000000
5.916666667	2.976000000	19.356000000	1110.480000000	0.422000000
6.000000000	2.996000000	19.454000000	1110.320000000	0.423000000
6.083333333	3.018000000	19.551000000	1110.090000000	0.426000000
6.166666667	3.041000000	19.641000000	1109.940000000	0.428000000
6.250000000	3.063000000	19.735000000	1109.740000000	0.430000000
6.333333333	3.085000000	19.820000000	1109.560000000	0.429000000
6.416666667	3.107000000	19.910000000	1109.370000000	0.429000000
6.500000000	3.128000000	20.002000000	1109.210000000	0.435000000
6.583333333	3.153000000	20.090000000	1108.980000000	0.433000000
6.666666667	3.178000000	20.184000000	1108.830000000	0.436000000
6.750000000	3.202000000	20.277000000	1108.680000000	0.436000000
6.833333333	3.223000000	20.371000000	1108.530000000	0.438000000
6.916666667	3.244000000	20.467000000	1108.340000000	0.441000000
7.000000000	3.268000000	20.562000000	1108.150000000	0.442000000
7.083333333	3.291000000	20.661000000	1107.990000000	0.444000000
7.166666667	3.314000000	20.760000000	1107.850000000	0.444000000
7.250000000	3.337000000	20.857000000	1107.660000000	0.447000000
7.333333333	3.362000000	20.958000000	1107.520000000	0.450000000
7.416666667	3.382000000	21.060000000	1107.360000000	0.450000000
