143,000000000	0,378417969	0,000000000
0,000000000	0,014648437	0,000000000
1,000000000	0,012207031	0,000000000
2,000000000	0,012207031	0,000000000
3,000000000	0,007324219	0,000000000
4,000000000	0,012207031	0,000000000
5,000000000	0,007324219	0,000000000
6,000000000	0,014648437	0,000000000
7,000000000	0,009765625	0,002441406
8,000000000	0,014648437	0,000000000
9,000000000	0,012207031	0,000000000
10,000000000	0,014648437	0,000000000
11,000000000	0,009765625	0,002441406
12,000000000	0,019531250	0,000000000
13,000000000	0,014648437	0,002441406
14,000000000	0,024414062	0,000000000
15,000000000	0,017089844	0,002441406
16,000000000	0,026855469	0,000000000
17,000000000	0,017089844	0,000000000
18,000000000	0,021972656	0,000000000
19,000000000	0,019531250	0,000000000
20,000000000	0,024414062	0,002441406
21,000000000	0,021972656	0,000000000
22,000000000	0,026855469	0,000000000
23,000000000	0,024414062	0,000000000
24,000000000	0,029296875	0,002441406
25,000000000	0,024414062	0,000000000
26,000000000	0,029296875	0,000000000
27,000000000	0,024414062	0,002441406
28,000000000	0,031738281	0,000000000
29,000000000	0,031738281	0,000000000
30,000000000	0,036621094	0,000000000
31,000000000	0,034179687	0,000000000
32,000000000	0,036621094	0,002441406
33,000000000	0,036621094	0,002441406
34,000000000	0,039062500	0,002441406
35,000000000	0,034179687	0,002441406
36,000000000	0,041503906	0,000000000
37,000000000	0,041503906	0,000000000
38,000000000	0,043945312	0,002441406
39,000000000	0,041503906	0,000000000
40,000000000	0,043945312	0,000000000
41,000000000	0,041503906	0,000000000
42,000000000	0,053710937	0,000000000
43,000000000	0,051269531	0,000000000
44,000000000	0,051269531	0,002441406
45,000000000	0,056152344	0,000000000
46,000000000	0,056152344	0,000000000
47,000000000	0,058593750	0,004882812
48,000000000	0,058593750	0,000000000
49,000000000	0,056152344	0,000000000
50,000000000	0,061035156	0,000000000
51,000000000	0,061035156	0,002441406
52,000000000	0,063476562	0,000000000
53,000000000	0,063476562	0,000000000
54,000000000	0,068359375	0,000000000
55,000000000	0,065917969	0,000000000
56,000000000	0,073242187	0,000000000
57,000000000	0,073242187	0,000000000
58,000000000	0,078125000	0,000000000
59,000000000	0,075683594	0,002441406
60,000000000	0,075683594	0,002441406
61,000000000	0,080566406	0,002441406
